"Analyte1","Analyte2","interaction_coeff","Pval","FDRadjPval","rsquared"
"LARGE","X2..deoxyuridine.5..triphosphate",-0.562558602890056,1.2477888938337e-07,0.00155806552389708,0.457749028910126
"LOC100507201","X.4271",-0.561089096653715,3.27656780483903e-06,0.0146859271454196,0.373860626719438
"VENTXP1","X.1391",-0.560657943192221,3.60932431408473e-05,0.065074652979288,0.368830914012427
"ERP27","X.1612",-0.559172524306733,2.56767031003635e-05,0.0526859445635272,0.346310211313399
"FAM222B","X.4271",-0.558342472829285,1.62962907043394e-06,0.00942158406863736,0.377085620215411
"ART1","X.1130",-0.554761574929238,2.35682195454225e-06,0.0117909773333735,0.461744937127917
"KRT77","X.4271",-0.554572858203182,6.50338164791506e-06,0.0229754386536288,0.342304800637046
"H1FX","X.1736...retired...p.hydroxybenzaldehyde",-0.554051998983818,4.46111823776479e-05,0.0732271560480998,0.419747676532036
"PSMA8","X.1736...retired...p.hydroxybenzaldehyde",-0.552568521103436,1.36958740903389e-05,0.0361341482752233,0.431093932152346
"SLC22A13","X.1612",-0.551867243914439,6.99703917815642e-05,0.0920276389228768,0.456006464042015
"CYLC1","X.1122",-0.551569348023905,1.82215311810086e-05,0.0428157807632384,0.39493338181886
"TMPRSS11D","X.1461",-0.551258641500567,6.11486791799928e-05,0.0860936134505042,0.330374519121502
"CCL22","X.1612",-0.550018934781705,1.80886796810061e-06,0.00993948530894324,0.564089678204712
"PVRL4","X.4727",-0.549354078633014,2.47333505254139e-05,0.0516815800942278,0.399219196085193
"SULT2B1","X.1391",-0.547982166226638,1.94825669045198e-06,0.0104951185970052,0.467792885667847
"WSB1","X.1122",-0.547202389450958,2.53399448968784e-05,0.0522097388924346,0.369368253178708
"DAB1","X.1736...retired...p.hydroxybenzaldehyde",-0.546775526021179,4.86890156075899e-05,0.0768557537955104,0.4425790719839
"DPM1","X.4271",-0.546717976674402,3.30541293162948e-05,0.0613021557709536,0.347193296724366
"CYP4F12","X2..deoxyuridine.5..triphosphate",-0.546619908004001,2.83220316824115e-05,0.0557176969118775,0.367384329876952
"ZNF419","X.1130",-0.546346507026173,5.124109293785e-07,0.00438865165202271,0.480585252617012
"CCL22","X.4727",-0.544290961398334,1.28587649501381e-07,0.00159682609215327,0.522951446575889
"TNRC6C.AS1","X.1122",-0.543148181688905,3.04603050550422e-07,0.00296820351010886,0.478265248645988
"ERP27","X.4727",-0.54260618655502,8.10356123004075e-15,3.06087714781099e-09,0.83456046598146
"CELA3B","X.1391",-0.541646214813517,2.70432630691904e-06,0.0129935899824147,0.467655850570991
"ERGIC2","X.1391",-0.540776387911586,1.34150987531407e-06,0.00835244686984009,0.478599765931679
"HMGN5","tyrosine",-0.539905729684956,6.2734810035092e-05,0.0870096465879628,0.305126737194098
"SPARCL1","X.1391",-0.539391408517622,5.49576379073388e-08,0.000801056308064815,0.559393591207899
"GOLGA3","X.4271",-0.538817823355095,1.79810840448283e-05,0.0424046726248443,0.31629650020078
"SPEF1","X.1122",-0.538532031428813,1.67016472410409e-05,0.0405476991701299,0.401579058973009
"ANK3","X.4727",-0.538255802884899,2.58768937811848e-05,0.0529514089244037,0.402386577941653
"TSPAN12","X.4727",-0.538041679949614,1.92640828513833e-08,0.000360814679733446,0.600578183004918
"IL18R1","X.3380",-0.537147386671765,2.67063090593596e-05,0.0538239594018745,0.451234176100454
"OCIAD1","X.1130",-0.536730928160067,2.3234715789024e-06,0.0117276839837374,0.425536048950532
"ERGIC3","X.1130",-0.536410124729895,6.15093008544927e-13,9.29331724750379e-08,0.715516445327624
"GABRG2","X.1391",-0.535535002719049,5.60980039442025e-06,0.0208078606053723,0.509523657610064
"PITPNM2","X.1736...retired...p.hydroxybenzaldehyde",-0.535478012703092,1.73382728626483e-05,0.041383964775226,0.487108450897954
"ITPKC","X.1130",-0.532301373868902,9.92142597362236e-09,0.000221528336084136,0.570649019764774
"BLCAP","X.4727",-0.531718124781295,2.6484745687566e-05,0.0536491376303139,0.451344136766042
"G6PC2","X.1130",-0.531230501064805,1.3160508369984e-05,0.0351984711011775,0.408763630822746
"CCL19","X.2781",-0.530764516951348,3.94255789187414e-05,0.0682050071165395,0.463087042527238
"USP5","X.1130",-0.529010212376295,6.1559035415484e-05,0.0862785857407667,0.383381779766707
"LOC154761","X.3358",-0.527412127126911,5.37717659662619e-07,0.00444759228630141,0.402269001052469
"ADGRA1","X.1612",-0.526286789831158,7.99688656965022e-05,0.0987118952643229,0.287905031027009
"WDPCP","X.1130",-0.526009471512501,2.64914302233956e-05,0.0536491376303139,0.358483602024514
"TAF10","X.4271",-0.525225024338914,1.4173777714802e-06,0.00867219736533171,0.413726112092422
"GPR137B","Isobar.4.includes.Gluconic.acid..DL.arabinose..D.ribose..L.xylose..DL.lyxose..D.xylulose",-0.525093821202058,2.14278875565275e-05,0.0476569677400484,0.336858549115179
"EDC4","n.hexadecanoic.acid",-0.525030227448481,5.90024805177569e-05,0.0848467650044434,0.515307518534629
"AFM","X.1130",-0.524546438417905,8.4756038741072e-06,0.0269592008027602,0.407506689623108
"TMEM175","X.4013",-0.524127851716191,4.14024100413428e-05,0.070311809610263,0.342018631750851
"VENTXP1","X.1612",-0.523268962715196,6.03438358059701e-05,0.085637336973843,0.416669262317091
"NEUROD2","X.1122",-0.523253484658307,4.02486851371946e-07,0.00364137325749009,0.492808022849183
"C2orf54","X.1391",-0.522852846713387,2.12028847568583e-05,0.0472967979509837,0.475744718909258
"TPT1P8","X.1122",-0.522564103365279,3.63357006766673e-05,0.065257069744261,0.376719965236506
"LRP4","X2..deoxyuridine.5..triphosphate",-0.521983922522797,2.30964378429143e-05,0.0496857323323716,0.402153709205656
"SDC1","X2..deoxyuridine.5..triphosphate",-0.52157485745809,2.07748081159152e-06,0.0109239821645617,0.405887404894663
"A4GALT","X.4727",-0.521366441630771,8.09130965146053e-05,0.0991975410790528,0.345146775505421
"GPR12","X.1122",-0.520986449436623,4.23760374825724e-05,0.0713769314511367,0.382434605920767
"RALGAPB","X.1391",-0.520807299048871,3.78865870561715e-05,0.0668847928868573,0.379849645192499
"FAM69B","X.4271",-0.520366260135457,4.46505552565956e-05,0.0732482420478666,0.308888878364593
"CEP250","X.1391",-0.520285198911255,5.48327275064651e-06,0.020455721317276,0.432149507084036
"LINC00174","X.1107",-0.52005898657841,1.18635308543442e-05,0.0332764408646683,0.315378806080508
"SLC25A25","X.4727",-0.517418676481767,6.04845781764209e-05,0.0856466161904319,0.377597414482579
"BPIFA1","X.1130",-0.515590018489507,7.30718674828388e-06,0.0247170499572697,0.39024616643368
"SMAD5.AS1","X.1130",-0.51511363011945,1.43944920634469e-05,0.0370921264959995,0.408326057054599
"ATP5I","X.1130",-0.514535743286624,1.57030306661734e-06,0.00920778588858057,0.464908817875081
"LOC153811","X.1391",-0.512692701706186,1.46055209195954e-05,0.0373135375346557,0.433911278664788
"ZNF132","X.1391",-0.510988477252721,7.26934568523728e-05,0.0939262458002677,0.379430077270693
"ART1","X.1122",-0.509422903770809,2.35682195454221e-06,0.0117909773333735,0.461744937127918
"NDNF","X.4271",-0.509395049523425,4.07232726972667e-05,0.0696280402710445,0.320150448029077
"FUS","X.1391",-0.509386164630746,7.77302648130764e-06,0.0256982718820089,0.499187814642986
"MLN","X.1130",-0.509280115830461,5.16068192163527e-07,0.00438865165202271,0.484516462840882
"ORC4","X.3380",-0.508977720732362,1.78545665855667e-05,0.0421941202754969,0.496500254936956
"TMLHE","oxitryptan",-0.508444748706161,6.64539241200464e-05,0.0894780802394508,0.337929320070256
"SPTBN1","X.4271",-0.508414515039344,1.07271494278299e-05,0.0313894813315424,0.330764037502458
"OSBPL2","X.1130",-0.508238609764285,2.1363685249656e-06,0.0110617572476581,0.444237279828728
"NRROS","X.3094",-0.50740827710198,6.87438913609963e-05,0.0911085706837738,0.411675720723257
"KCNQ1DN","X.1391",-0.507276127532852,8.59079571485784e-08,0.00114864260439508,0.546781015234014
"EVPLL","X.1130",-0.506310204214052,1.58720935535164e-11,1.33226826156316e-06,0.669441604787713
"APBB1IP","X.2041",-0.505516962542773,7.13447327047724e-05,0.0931158454289036,0.263263531595316
"LRRFIP2","X.1130",-0.504491265442744,4.01090830302161e-09,0.000113625021316299,0.556946212541807
"LILRA5","X.1391",-0.503463004860159,4.562489892835e-07,0.00403565106963334,0.500400169151936
"ZNF419","X.1122",-0.501695569145742,5.12410929378505e-07,0.00438865165202271,0.480585252617012
"TMEM100","X.1612",-0.500489083489554,1.43219811693305e-05,0.0370104816005439,0.41640424562974
"KRT2","X.1130",-0.499778673422101,4.91767065464429e-05,0.0771014552613868,0.389083953972712
"CYP4Z1","X.1391",-0.497913956985617,4.80155114030824e-05,0.0763906730804028,0.409267841345028
"SERPINF2","X.1130",-0.496919510992002,5.36828670959512e-06,0.0201762115019728,0.409067516919981
"HMGN5","inositol.1.phosphate",-0.496659495113747,1.71424327885578e-05,0.0411331268156319,0.533914936263297
"FAM160B2","X.3358",-0.49642527873993,5.57363974943676e-05,0.0823445321834649,0.289556747817102
"LCP1","X.3091",-0.49560901377828,2.47653446919814e-05,0.0516815800942278,0.495746734664667
"DENND2C","X.1130",-0.495521078278376,7.638996031873e-06,0.0254781596570337,0.402959667264152
"NAALAD2","X.3893",-0.495261089262567,2.06657190122484e-05,0.046648538159202,0.390946321578181
"ALDH3B2","X.1391",-0.494568193795387,5.39151223810596e-06,0.0201965157280402,0.439989154597962
"GPR21","X.4271",-0.493326115477317,8.05959020517362e-05,0.0991975410790528,0.300821171312413
"OCIAD1","X.1122",-0.492865837007148,2.32347157890238e-06,0.0117276839837374,0.425536048950533
"ERGIC3","X.1122",-0.492571251689197,6.1509300854494e-13,9.29331724750379e-08,0.715516445327624
"CCR8","X.4727",-0.491554229015804,4.48308111715727e-05,0.073325184772081,0.360267394780918
"PXYLP1","X.3358",-0.49130386116958,2.3983169339074e-05,0.0507976975107759,0.311984768919413
"CACNG3","X.1391",-0.489728010638576,4.03282866756236e-05,0.0692949594085956,0.399775478646272
"SLC7A9","X.1130",-0.489491126233115,1.19438577001553e-05,0.0333412330714086,0.395087932873632
"ITPKC","X.1122",-0.488798294279981,9.92142597362211e-09,0.000221528336084136,0.570649019764775
"G6PC2","X.1122",-0.487814940064249,1.31605083699837e-05,0.0351984711011775,0.408763630822747
"USP5","X.1122",-0.485776107596348,6.15590354154827e-05,0.0862785857407667,0.383381779766708
"FAM3D","X.1130",-0.485286917429157,1.59823671830257e-05,0.0395643455971984,0.368326897666636
"WDR1","X.3358",-0.484693710438166,7.83801099859196e-05,0.0976549812332541,0.281136860517713
"CALY","X2..deoxyuridine.5..triphosphate",-0.484324137077847,5.23153156815617e-05,0.0796236150537505,0.329856290042308
"ARHGAP4","tetradecanoic.acid",-0.483475009303045,5.61445877679537e-06,0.0208081115536008,0.382809633660332
"WDPCP","X.1122",-0.483020606506546,2.64914302233956e-05,0.0536491376303139,0.358483602024514
"SLC26A8","X.4727",-0.482593195280048,2.78049213071849e-05,0.0552802013468662,0.38263079843864
"SLC6A1","X.1391",-0.482530928337692,1.00619475681693e-05,0.0301236367406782,0.436970420004873
"PLEKHF2","X.1391",-0.48227795583696,5.75091703293729e-06,0.0211553742439737,0.423519791408571
"AFM","X.1122",-0.481677141852461,8.47560387410712e-06,0.0269592008027602,0.407506689623108
"DNAH1","X.4706",-0.481111417496752,3.87135464910517e-05,0.0677507989834751,0.486324670471418
"TMEM100","X.3400",-0.480149471249287,2.46124278219189e-05,0.0515482600042414,0.46328359963774
"RNF212","X.1391",-0.480087327096465,1.81328247104995e-07,0.00208602960903042,0.533648440878667
"ANXA9","X2..deoxyuridine.5..triphosphate",-0.479689961134406,4.8181762361334e-05,0.0764940747283631,0.316757053749588
"FANK1","X.2781",-0.479578353907948,1.4021078002248e-05,0.0365875066183705,0.430759448512682
"LINC01136","X.1130",-0.478876423543792,1.3740309482601e-05,0.0361881908037284,0.408819466598723
"AHCY","X.4271",-0.478025202509708,1.94685283228349e-05,0.0450225386135311,0.350269986950726
"RYR3","X.4271",-0.476207612282666,1.46901277884219e-05,0.0374283647099002,0.360928687969094
"CDH26","X.4271",-0.476106955629358,2.50440282134511e-06,0.012400613719444,0.402653623004221
"NR4A3","X.4727",-0.475517269263166,4.3361336555338e-05,0.0721604542093028,0.425401073251176
"E2F6","X.4271",-0.473934539682758,2.92648451722252e-05,0.0571905551185311,0.335999697183859
"BPIFA1","X.1122",-0.473452697958889,7.30718674828388e-06,0.0247170499572697,0.39024616643368
"TEX43","X.3893",-0.473166612292365,3.91114554294079e-05,0.0680141465278258,0.412369615668922
"SMAD5.AS1","X.1122",-0.473015243099424,1.43944920634472e-05,0.0370921264959995,0.408326057054599
"SRGN","serine",-0.472842573806314,3.54753763362854e-06,0.0155173441610774,0.389531040220532
"GIMAP2","serine",-0.472650170235221,3.54432119932293e-05,0.0642862426606606,0.338544618654
"ATP5I","X.1122",-0.472484584882031,1.57030306661742e-06,0.00920778588858057,0.46490881787508
"ZFYVE16","X.1391",-0.472250570564528,2.20708863621248e-05,0.0483667134169807,0.44107702407528
"MMP9","X.1461",-0.472119925521436,3.59154207827287e-05,0.0648572401819233,0.366535074233703
"DHX35","X.1391",-0.471784742651013,2.57292006558794e-05,0.0527172553456839,0.450308886135322
"AMPH","X.1391",-0.470589708437364,1.35835479753196e-05,0.0359004856529753,0.401694540071883
"MLN","X.1122",-0.467658480982898,5.1606819216353e-07,0.00438865165202271,0.484516462840882
"SMPD3","X.1736...retired...p.hydroxybenzaldehyde",-0.467392826662233,1.68377606911511e-05,0.0407907576799247,0.472386136525711
"TEX28","X.1130",-0.466854416028217,2.17770330205606e-05,0.0480328228468681,0.385061653707811
"OSBPL2","X.1122",-0.466702093467064,2.1363685249656e-06,0.0110617572476581,0.444237279828728
"EVPLL","X.1122",-0.464931289576812,1.58720935535164e-11,1.33226826156316e-06,0.669441604787713
"ALDH3B2","X.1612",-0.464763130888778,1.97727908424316e-05,0.0454938795350452,0.42916593984781
"FAM189A2","X.1130",-0.463900582665866,2.98967035088114e-07,0.00294589117809085,0.485285704277015
"RPS27","X.1130",-0.463664195416064,5.38219691108978e-05,0.080861217403665,0.350160692840418
"LRRFIP2","X.1122",-0.463261006138779,4.01090830302156e-09,0.000113625021316299,0.556946212541807
"TMEM208","X.1130",-0.463247085330929,5.3848182720493e-06,0.0201881246423671,0.393249908597823
"DIAPH1","X.4271",-0.462457805807848,5.69277973975705e-06,0.0209783098858637,0.354532675289156
"IPO9","X.4013",-0.46220122933539,4.42576930063875e-06,0.0177776617787116,0.525635488049396
"PIAS3","X.4727",-0.460149279056949,1.94491209250629e-05,0.0450225386135311,0.396193807057003
"ZBTB16","X.1130",-0.460146205565018,6.55184049710914e-07,0.00510988329049695,0.495311943828274
"ALDH3B2","X.4727",-0.460004835297258,3.43868682517574e-08,0.000543077681228731,0.574646814390954
"ACP2","X.1130",-0.459962073995502,1.19321714723387e-06,0.00769334817957059,0.451140541280582
"KRT2","X.1122",-0.458933557339267,4.91767065464425e-05,0.0771014552613868,0.389083953972711
"LGMN","X2..deoxyuridine.5..triphosphate",-0.4585769082778,4.32560337538626e-05,0.0721354042803928,0.504034711439983
"ROMO1","X.4727",-0.458370111572857,1.4253704593236e-06,0.0086855448198634,0.526993645074054
"GPR15","X.4271",-0.457329697212187,7.53822369766036e-07,0.0056663439902095,0.456772401839383
"FBXW5","X.1130",-0.456407034117658,2.44310910974301e-07,0.00258732073650134,0.469506554697544
"SERPINF2","X.1122",-0.456308063986236,5.36828670959505e-06,0.0201762115019728,0.409067516919981
"AP5B1","X.1130",-0.45574046781528,5.75404332260388e-05,0.0837809409758023,0.346494224853293
"RHNO1","X.4727",-0.455044115175747,5.49337238765769e-05,0.0817180158161888,0.366598614206888
"DENND2C","X.1122",-0.45502392015599,7.63899603187293e-06,0.0254781596570337,0.402959667264152
"RLTPR","X.1736...retired...p.hydroxybenzaldehyde",-0.453767116529544,3.51623994617578e-06,0.0154081009448729,0.549758803967904
"CTNNBL1","X.4727",-0.4537254065313,2.50931563556156e-05,0.0520553064981251,0.402904974156508
"ELMOD2","X.3893",-0.453566272478225,5.10660731790053e-06,0.0196656011838646,0.446467697096391
"CYP11B1","X.1130",-0.453453501692896,3.21106151570571e-05,0.0603173885973822,0.377830474319639
"GSDMC","X.1130",-0.453139196218152,4.41227699155822e-11,2.85703759757378e-06,0.694419692043746
"HMGN5","X.3091",-0.45259508095199,1.10978125472433e-05,0.0319990221740742,0.439875542203059
"COL8A1","X.3832...possible.phenol.sulfate",-0.451242632920054,7.80716714470419e-07,0.00582024310637697,0.400920426857502
"GS1.124K5.11","X.1130",-0.449535740577753,1.20577450197047e-05,0.0335208286939339,0.391419363857859
"SLC7A9","X.1122",-0.449486774435528,1.19438577001553e-05,0.0333412330714086,0.395087932873632
"OR2C1","X.1130",-0.449275663464288,6.66153229030845e-05,0.0895524983182861,0.362236600981912
"CYP7B1","X.1391",-0.447914244323961,5.23312571139828e-05,0.0796236150537505,0.394572954326614
"ENDOU","X.4727",-0.447623343637247,3.43904382630946e-05,0.0627786854969123,0.438074402189023
"LOC644794","X.1130",-0.447601976907165,5.20237199744974e-06,0.0198656102868751,0.412332228719155
"PRSS22","X.4727",-0.447511314446251,6.70636122834904e-05,0.0898803109345477,0.423388531115895
"TBX4","X.1130",-0.447313886238049,2.94490983295699e-07,0.00292724037395927,0.498545014330256
"TET3","X.4727",-0.446295254800762,4.81128448397719e-05,0.0764713011581284,0.407634679335785
"CDHR2","X.1130",-0.446256753606007,2.64057656803126e-05,0.0535763382888729,0.366655599104852
"FAM3D","X.1122",-0.4456261605182,1.59823671830258e-05,0.0395643455971984,0.368326897666635
"DIRC2","X.4271",-0.445185229138018,3.42955629268678e-05,0.0627571418428897,0.309784382839575
"LSG1","X.4271",-0.444691573074112,1.59460842169859e-05,0.0395643455971984,0.333099056395738
"LINC00621","X.3830",-0.444481060808541,7.60218898402618e-05,0.0959832475670096,0.33021375406851
"SEC14L1","X.4727",-0.443870185555331,8.0624418031406e-05,0.0991975410790528,0.365389884296016
"ADORA1","X.4271",-0.442589858405811,1.52352671351783e-05,0.0385142115045144,0.374602883089408
"NFS1","X.1130",-0.442023308079253,5.03811495949377e-13,8.65450503591552e-08,0.76745001603619
"SULT2B1","X.4727",-0.441814682414376,4.41711052239491e-06,0.0177774197096495,0.460730997302557
"LINC01136","X.1122",-0.439739573275555,1.3740309482601e-05,0.0361881908037284,0.408819466598723
"CD3G","X.1461",-0.439442029615231,1.218023829503e-06,0.00777713882992701,0.402495364106454
"PWWP2B","X.4727",-0.439233727475653,2.31573152037123e-05,0.0497930612831852,0.401272118927111
"NLN","X.1130",-0.43838443807137,6.04024511775425e-05,0.085637336973843,0.34425522140968
"ISL2","tetradecanoic.acid",-0.438283341703518,2.28958942864467e-05,0.0495364421377183,0.429120881263381
"FAM78A","n.hexadecanoic.acid",-0.437526812458206,2.6378857614493e-05,0.0535763382888729,0.373546651673055
"LOC100652999","X.4271",-0.437047495357952,9.54120078785892e-06,0.0290832739334774,0.34809141518287
"LRRC73","X.3830",-0.436812183020587,7.73257837644206e-05,0.0969614374593187,0.402801611412861
"TULP2","X.1130",-0.434589635330589,3.04200755722474e-06,0.014012525542865,0.44678657256887
"LOC344887","X.1391",-0.433978712433556,6.44765684536144e-07,0.00507376863256234,0.518859686177008
"FOXE3","X.4727",-0.433725645538021,6.63233211087137e-05,0.0894169358091018,0.339397942873115
"TGM2","X.4271",-0.433330321674656,2.8380605717408e-07,0.00287140778345875,0.470650014323693
"SPARCL1","X.1612",-0.433134024598836,5.22293689288306e-05,0.0795754375736385,0.419093795554196
"CLIP4","gamma.L.glutamyl.L.glutamine",-0.432586769842033,6.92554570158361e-05,0.0915318311932799,0.28995858529269
"CORO7","n.hexadecanoic.acid",-0.432372103662289,7.29348391366421e-05,0.0941010217630834,0.419112306598662
"ZNF274","X.1130",-0.431870317794481,1.23289458182809e-05,0.0339505911140787,0.373272060233164
"FKSG49","X.1130",-0.43163809981428,1.95535798154994e-05,0.0451499429520759,0.386259408207037
"C2orf54","X.4727",-0.43142877104924,2.08955912229709e-05,0.0470035695289761,0.491322613803791
"ADIRF.AS1","X.1130",-0.4314284696554,2.2899396102475e-08,0.00039921045673047,0.534381908402605
"RRAGC","X.1130",-0.431175258467618,2.18777963112806e-05,0.0481839387445584,0.360694946665181
"MDFI","X.1612",-0.430630418840424,6.057656361929e-05,0.0857233079373521,0.429922830111082
"PDE6G","X.1130",-0.429449138053303,2.86675922578596e-05,0.0562997726913625,0.380323531304193
"TEX28","X.1122",-0.428700081258612,2.17770330205603e-05,0.0480328228468681,0.385061653707811
"CXCR4","inositol.1.phosphate",-0.428668901617517,5.39541521278663e-07,0.00445454914573501,0.590855837867689
"KCNS3","X2..deoxyuridine.5..triphosphate",-0.428587373268032,1.51795028019631e-05,0.0384160924513067,0.36603461692702
"ITGB2.AS1","X.3094",-0.428518345907587,4.69638725958373e-05,0.0753790111482988,0.516116314116554
"HSDL2","X.3806",-0.428376584528157,6.84350366028167e-05,0.0908852576347469,0.460624052099359
"SMARCA4","n.hexadecanoic.acid",-0.428093250123413,6.33753632995663e-07,0.00502198787947808,0.452137307873515
"DPH7","X.1130",-0.427788477663325,1.14368812146403e-05,0.0326649434585554,0.38710145124536
"SOAT2","X.1736...retired...p.hydroxybenzaldehyde",-0.42755773971738,7.41517914971669e-05,0.0947839099030265,0.513570976154156
"NEK1","X.1130",-0.426896983102601,1.9766237225392e-06,0.0105902171982626,0.468840376692586
"NOXRED1","X.4271",-0.42643771873188,6.92902127132932e-06,0.0238836841212416,0.376199533941801
"FAM189A2","X.1122",-0.425987654088622,2.98967035088113e-07,0.00294589117809085,0.485285704277015
"RPS27","X.1122",-0.42577058591979,5.38219691108978e-05,0.080861217403665,0.350160692840417
"TTPA","X.4271",-0.425477028581914,2.80738437599453e-05,0.0554815295652821,0.348605678669079
"TMEM208","X.1122",-0.425387564743912,5.38481827204935e-06,0.0201881246423671,0.393249908597824
"CEP250","X.4727",-0.423673470224519,1.62327181876466e-05,0.0400286550013002,0.389806479221019
"ZBTB16","X.1122",-0.422540108744826,6.55184049710925e-07,0.00510988329049695,0.495311943828274
"ACP2","X.1122",-0.4223710255872,1.19321714723386e-06,0.00769334817957059,0.451140541280583
"ING5","X.4271",-0.421681443721199,7.92683198399231e-06,0.0259322249411326,0.355569573152023
"FBXW5","X.1122",-0.419106526351067,2.44310910974303e-07,0.00258732073650134,0.469506554697545
"GMPPA","X.4271",-0.419012621918968,1.52710873627192e-05,0.0385832449407779,0.368585362148676
"TBR1","X.4271",-0.418897170611756,1.04397326268746e-05,0.0307992102174088,0.37731556442583
"PZP","X.1130",-0.418666662759322,1.08027148877656e-05,0.0314404192649507,0.397210586773621
"AP5B1","X.1122",-0.418494436118689,5.75404332260385e-05,0.0837809409758023,0.346494224853293
"LILRA1","X.1130",-0.418222923647606,1.54961619770299e-05,0.0388262557832586,0.397153624476417
"C1orf159","X.1130",-0.416418551350305,1.2581846024109e-05,0.0342790412351148,0.430081217214763
"CYP11B1","X.1122",-0.416394375524119,3.21106151570566e-05,0.0603173885973822,0.377830474319639
"GSDMC","X.1122",-0.416105757107035,4.41227699155812e-11,2.85703759757378e-06,0.694419692043746
"NOBOX","X.4271",-0.415702565520999,1.05859733819855e-07,0.00136702012507472,0.488648552091195
"EPHB6","X.1736...retired...p.hydroxybenzaldehyde",-0.415383101080534,2.52020272566337e-05,0.0521367945342347,0.469730366027289
"NAGK","X.1130",-0.415326306450722,5.56147949687156e-05,0.0822473209324023,0.333426623479423
"UPK2","X.1391",-0.41486419657386,8.70163483264965e-09,0.000203306072720934,0.621669073354034
"OPRM1","X.1130",-0.41468230397842,5.35134981150731e-05,0.0807448142797288,0.351209686434016
"WDR73","X.1130",-0.414408381341028,2.45209078091994e-07,0.00258732073650134,0.524796268413026
"TRPC4AP","X.1130",-0.414134905853012,3.35213512043944e-08,0.000533123569554688,0.546054196600087
"IRF9","X.1130",-0.413700287464728,4.28408654442699e-05,0.0718303146985387,0.389825885849355
"GS1.124K5.11","X.1122",-0.412796798954741,1.20577450197046e-05,0.0335208286939339,0.39141936385786
"TACC2","X2..deoxyuridine.5..triphosphate",-0.412736770063209,3.55158113911587e-07,0.00335375806966712,0.505765255371831
"RABGEF1","X.1130",-0.412644537688716,1.63774135459456e-09,5.82529749438401e-05,0.58779814411731
"OR2C1","X.1122",-0.412557977009723,6.6615322903085e-05,0.0895524983182861,0.362236600981912
"KCNQ1DN","X.1612",-0.411736249076954,1.02101219564614e-05,0.0304685231325422,0.52155216329361
"GPC1","X2..deoxyuridine.5..triphosphate",-0.411550510534366,7.54174126495764e-05,0.0955661116220229,0.391528652630937
"LOC644794","X.1122",-0.411021074844066,5.20237199744977e-06,0.0198656102868751,0.412332228719155
"TBX4","X.1122",-0.410756528790694,2.94490983295702e-07,0.00292724037395927,0.498545014330256
"GSTA2","X.1391",-0.410603151872452,4.94255480811525e-05,0.0773044224480866,0.371568165593126
"CDHR2","X.1122",-0.409785791812102,2.64057656803126e-05,0.0535763382888729,0.366655599104852
"HAX1","X.4727",-0.409597757264645,7.44612849940526e-05,0.0949248048924613,0.377419354553803
"ATIC","X.4271",-0.409525136290778,5.60258162412579e-05,0.0825836929196017,0.295926427961603
"SCAND1","X.1391",-0.409262769195988,1.23007778067731e-06,0.00783075807838373,0.582815657717016
"RNF144B","X.4727",-0.408907821690853,9.50761983501838e-07,0.0066917108647512,0.534978887983912
"ATRN","X.4271",-0.40800172231141,5.67530433856848e-05,0.0833795029541255,0.317511245544791
"PDSS1","X.1130",-0.407007429505536,8.07056749946842e-05,0.0991975410790528,0.342544870680687
"FRMD4B","X.1391",-0.406816722258444,1.21219103488327e-05,0.0336242291157495,0.47874213519139
"TAPBPL","X.3832...possible.phenol.sulfate",-0.40618500273463,1.27711997823498e-05,0.0345263318935055,0.372929678832406
"NFS1","X.1122",-0.405898330584331,5.03811495949381e-13,8.65450503591552e-08,0.76745001603619
"BRS3","X.1130",-0.404877421957731,8.37517308787154e-06,0.0267938028483823,0.413966936015751
"ZNF189","X.4271",-0.40477388207548,4.23942937877472e-05,0.0713811559413426,0.42916401549996
"KLHL31","X.3893",-0.404669723737656,2.77645621483709e-05,0.0552802013468662,0.354871661330564
"GRHL3","X.1391",-0.404215536302957,1.13878836265877e-06,0.00750945107810067,0.467679756855995
"RPGRIP1","X.1130",-0.403871324204482,1.69180464999053e-05,0.040897820953243,0.402360469137199
"LINC00174","X.4727",-0.402782257606871,7.60740332532901e-05,0.096022335306375,0.445013281327586
"NLN","X.1122",-0.402556852353622,6.04024511775423e-05,0.085637336973843,0.34425522140968
"ERGIC2","X.4727",-0.401556706966563,5.37137808305411e-05,0.0808585956638139,0.368760747886862
"HOMER1","X.1736...retired...p.hydroxybenzaldehyde",-0.400965995702947,4.89859907515496e-05,0.0769888561442802,0.398779945489597
"CELA3A","X.1130",-0.400810573186516,4.48404749144934e-05,0.073325184772081,0.375994815426949
"CST8","X.1130",-0.400740204608031,1.12163177983215e-05,0.0321591760993355,0.385551851736038
"ATMIN","X.4271",-0.40063198682109,2.12435477448452e-07,0.00236003319240674,0.441576649867148
"KIAA0319","X.1391",-0.400396354256271,3.57566558330744e-05,0.0646220289055927,0.370484552052785
"DCAF11","X.1130",-0.399428125926744,2.11295034073881e-05,0.0471785380908687,0.398666418944591
"TULP2","X.1122",-0.399072185212259,3.04200755722475e-06,0.014012525542865,0.446786572568869
"TTLL5","X.1130",-0.398717751313347,7.43269955065361e-05,0.0948731667988937,0.358276268252271
"NGB","X.1130",-0.397291045313456,4.88584304138748e-10,2.19265025773413e-05,0.600439806507262
